caract0,caract1,caract2,caract3,caract4,caract5,caract6,caract7,caract8,caract9,caract10,caract11,caract12,caract13,caract14,caract15,caract16,caract17,caract18,caract19,caract20,caract21,caract22,caract23,caract24,caract25,caract26,caract27,caract28,caract29,caract30,caract31,caract32,caract33,caract34,caract35,caract36,caract37,caract38,caract39,caract40,nombre_imagen,cluster_label
3.0,1.0,9.0,1.0,9.0,1.0,9.0,0.0,1.0,1.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,5.0,2.0,1.0,1.0,0.0,9.0,9.0,3.0,5.0,4.0,4.0,0.0021145550428052,2.442141309424408e-06,5.764462578247941e-10,6.306989322114672e-10,3.778096996243897e-19,9.82537230936951e-13,-4.334454988648178e-20,74385.0,1212.0,217.0,85.0,,12
3.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,9.0,2.0,2.0,9.0,9.0,1.0,9.0,4.0,5.0,9.0,9.0,1.0,1.0,9.0,9.0,5.0,3.0,5.0,1.0,5.0,5.0,5.0,0.0031314404671047,8.04961238018271e-06,9.77384551171285e-10,9.502088416882264e-10,9.156871149724354e-19,2.6912199913784378e-12,-7.413484405838562e-21,41760.0,1062.0,217.0,48.0,,5
3.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,9.0,1.0,1.0,1.0,9.0,1.0,1.0,9.0,1.0,0.0,1.0,1.0,9.0,1.0,9.0,0.0,9.0,2.0,0.0017573711279847,1.504732345236101e-07,4.372463530844656e-11,1.1980233550249682e-11,2.8155687673755055e-23,5.593994200334231e-16,2.727465351455768e-22,224515.0,1912.0,270.0,207.0,,8
3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,0.0017894606919114,6.737203061683524e-07,1.1865683548319787e-11,6.596171768586915e-11,1.7302758063609784e-21,-4.982985253074768e-14,-6.4152127740258765e-22,101790.0,1282.0,145.0,175.0,,12
3.0,4.0,5.0,5.0,3.0,3.0,2.0,3.0,3.0,9.0,9.0,9.0,5.0,3.0,4.0,5.0,5.0,3.0,3.0,3.0,1.0,9.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,5.0,0.0027081547745394,6.329465642200534e-06,1.347139653350879e-09,1.350602090936954e-09,1.821753067363356e-18,3.3969527738344463e-12,-1.100712052443176e-20,23256.0,820.0,34.0,171.0,,13
2.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,2.0,9.0,2.0,2.0,9.0,4.0,0.0019595462791219,3.2773091024951214e-07,6.539333098743589e-11,9.221260461043652e-11,5.8789181652252064e-21,1.6544166838442273e-14,-4.0881735286560615e-21,164703.0,1648.0,241.0,170.0,,12
3.0,3.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,9.0,1.0,2.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,9.0,0.0,5.0,0.0,9.0,2.0,1.0,0.001183551470387,1.1525951526477261e-07,8.563093408130591e-11,6.108016847637965e-11,4.240777763090874e-21,1.8671820287383105e-14,1.2365810391319921e-21,50490.0,906.0,99.0,127.0,,4
3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,9.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,9.0,2.0,0.0,2.0,9.0,1.0,9.0,9.0,1.0,0.0021210703503939,1.0929183970469011e-06,1.1529478610885165e-12,7.40272975767594e-11,-2.8016370057262524e-22,5.035936299705816e-14,6.238811336505229e-22,125652.0,1454.0,222.0,141.0,,2
3.0,3.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,0.0,9.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0,3.0,5.0,3.0,3.0,5.0,3.0,1.0,5.0,0.0,2.0,9.0,9.0,0.0018604945869939,1.5899688427803354e-07,1.168031345250069e-10,4.953963109140524e-11,2.137433002242972e-21,-3.0272522678275134e-15,-3.103575337181372e-21,138450.0,1490.0,195.0,177.0,,7
1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,2.0,2.0,1.0,9.0,9.0,1.0,1.0,0.0,1.0,0.0012039048292799,3.390132429256693e-07,1.1128949142009008e-10,7.097257971683659e-11,6.29155181154848e-21,3.926907969615137e-14,4.4941918163580235e-22,48048.0,908.0,143.0,84.0,,13
3.0,3.0,1.0,5.0,0.0,2.0,9.0,9.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,9.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0024364950663529,3.233167137202384e-06,5.523571699878101e-10,6.124307570632051e-10,3.559612740423093e-19,1.0560857200298408e-12,-1.3074036188442856e-20,83990.0,1278.0,227.0,92.0,,2
3.0,0.0,2.0,9.0,0.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,1.0,1.0,1.0,9.0,9.0,1.0,1.0,9.0,1.0,1.0,1.0,9.0,1.0,9.0,1.0,9.0,9.0,1.0,0.0028612174465035,4.9681424321584855e-06,5.832516562662072e-10,7.495377617065452e-10,4.939967932502429e-19,1.6594285554398017e-12,-3.9645793893373926e-20,51750.0,1026.0,187.0,69.0,,0
1.0,1.0,0.0,1.0,9.0,1.0,9.0,1.0,1.0,1.0,1.0,0.0,9.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,3.0,3.0,0.0019597281510455,2.187827372947708e-06,4.806705602678287e-10,5.381053962880411e-10,2.7365017056794123e-19,7.938685974540867e-13,-3.1657590915280158e-21,56405.0,1068.0,194.0,72.0,,9
2.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,1.0,9.0,1.0,9.0,0.0,1.0,2.0,9.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0017698548390605,1.8370884618147416e-06,9.752792949169458e-11,4.383741168879698e-11,2.727840251819832e-21,5.361798034828831e-14,8.803122852300562e-22,28560.0,764.0,140.0,51.0,,13
3.0,3.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,0.0,9.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0,3.0,5.0,3.0,3.0,5.0,3.0,1.0,5.0,0.0,2.0,9.0,9.0,0.0029175239920356,6.142877523066708e-06,2.0772385348051716e-09,2.1027518783792902e-09,4.394655385116448e-18,5.134321111597441e-12,-6.0012686097496916e-21,66164.0,1230.0,238.0,69.0,,5
1.0,0.0,1.0,9.0,1.0,9.0,1.0,1.0,1.0,1.0,0.0,9.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,3.0,3.0,3.0,0.0075345040422245,5.484460688728858e-05,1.4355454854637502e-10,5.929327644469619e-11,5.146684713740173e-21,2.980283489487311e-13,1.8538008702529992e-21,14356.0,850.0,194.0,18.0,,5
3.0,5.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,1.0,9.0,0.0043995694055139,1.788626243212937e-05,6.208091464577447e-09,6.2374221030133516e-09,3.8813803683016177e-17,2.6379256090453183e-11,-6.182075636273772e-20,8602.0,574.0,126.0,17.0,,5
3.0,4.0,3.0,5.0,5.0,5.0,3.0,5.0,4.0,1.0,5.0,3.0,2.0,9.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,0.0030701661051264,8.292271707234688e-06,9.709659739406636e-12,3.254107786435696e-12,1.5427741031127272e-23,4.767563245542887e-15,-9.826732955421494e-24,3408.0,332.0,71.0,12.0,,5
1.0,9.0,0.0,2.0,5.0,2.0,1.0,0.0,1.0,1.0,9.0,9.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,3.0,3.0,5.0,5.0,5.0,1.0,0.0,1.0,9.0,0.0016650032448516,5.710178281870152e-09,9.82736995926704e-12,3.823456114124205e-11,-7.1295249537565555e-22,7.297912342907692e-16,2.0246907265462344e-22,102718.0,1282.0,159.0,161.0,,12
3.0,3.0,3.0,5.0,1.0,9.0,0.0,1.0,3.0,9.0,9.0,1.0,9.0,9.0,2.0,2.0,1.0,3.0,3.0,3.0,9.0,0.0,1.0,1.0,9.0,1.0,0.0,1.0,9.0,1.0,0.0016995210125327,9.81523302883056e-07,3.2077797968399196e-11,6.662270369228842e-11,1.3680664801333824e-21,3.8580633544850164e-14,-2.7593724096999697e-21,39896.0,844.8284270763397,71.0,139.0,,5
1.0,4.0,3.0,3.0,3.0,3.0,9.0,2.0,2.0,2.0,2.0,2.0,1.0,9.0,1.0,9.0,9.0,2.0,1.0,0.0,9.0,9.0,1.0,9.0,2.0,2.0,1.0,9.0,2.0,1.0,0.003522572349848,1.0873686289978096e-05,1.3710632848493856e-09,1.3945681115619736e-09,1.9276128784395773e-18,4.523136165892417e-12,-5.3710793830363274e-20,24684.0,880.0,33.0,187.0,,4
1.0,5.0,0.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,9.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,0.0,5.0,2.0,3.0,3.0,1.0,9.0,9.0,2.0,3.0,9.0,0.0018106470930511,2.146962781189075e-07,2.4194937240653183e-11,3.0141304807320324e-13,-4.569347857546827e-25,1.3768979400614372e-16,6.736084760561103e-25,138170.0,1494.0,205.0,168.0,,2
3.0,9.0,9.0,1.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,1.0,9.0,9.0,9.0,9.0,1.0,5.0,0.0,5.0,5.0,3.0,3.0,5.0,9.0,1.0,2.0,5.0,5.0,3.0,0.0020800235047719,7.562356943017555e-07,5.997389482611789e-11,3.248233108253914e-12,-3.8144629087554404e-23,-1.0261045133112604e-15,2.4503522480345122e-23,79611.0,1160.0,111.0,178.0,,11
2.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1.0,9.0,0.0017081226488374,1.724914203305773e-07,2.8547686268865194e-10,2.7496388375538183e-11,-1.8815009109197757e-21,9.99246664242036e-15,-1.5474631165143309e-21,161028.0,1608.0,213.0,189.0,,12
1.0,9.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,0.0,2.0,5.0,5.0,3.0,2.0,5.0,4.0,5.0,4.0,1.0,9.0,1.0,1.0,1.0,3.0,4.0,5.0,3.0,0.00189625181817,4.158916014324255e-07,2.366425619258662e-10,2.7429588336970244e-11,2.2003302445318336e-21,1.5229896019784523e-14,2.05588161140257e-22,118146.0,1394.0,203.0,145.0,,7
0.0,9.0,2.0,9.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,9.0,1.0,9.0,1.0,1.0,0.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,1.0,0.0016438271448248,3.0122495237356415e-07,1.1306726642913576e-10,8.330447876351299e-11,-7.346842149110994e-21,4.4220132087775456e-14,-3.3746719715111168e-21,134128.0,1472.0,202.0,166.0,,2
3.0,9.0,2.0,5.0,3.0,3.0,4.0,5.0,5.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0.0,9.0,1.0,9.0,2.0,1.0,3.0,3.0,5.0,3.0,9.0,9.0,0.0030882934058048,7.531742434499147e-06,1.4705905327175147e-10,8.227827294358065e-11,8.080483670629214e-21,1.3715773141893477e-13,-4.076485502684991e-21,14760.0,612.0,30.0,123.0,,13
1.0,9.0,0.0,2.0,5.0,2.0,1.0,0.0,1.0,1.0,9.0,9.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,3.0,3.0,5.0,5.0,5.0,1.0,0.0,4.0,5.0,0.0070146393593493,4.8060763559931e-05,2.1196099266603443e-08,2.1150930483875412e-08,4.478391640036746e-16,1.464931036414507e-10,-3.311955821160523e-19,10071.0,800.0,13.0,186.0,,13
1.0,9.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,9.0,9.0,1.0,2.0,1.0,9.0,1.0,1.0,1.0,9.0,9.0,9.0,5.0,3.0,3.0,5.0,5.0,1.0,3.0,5.0,0.001760286515343,8.035308796284951e-07,2.4217579455144012e-11,3.5291811645594874e-11,3.897014713525722e-22,9.841348731968616e-15,9.553270323714196e-22,57714.0,991.6568541526794,153.0,93.0,,11
0.0,9.0,9.0,1.0,1.0,9.0,9.0,3.0,5.0,3.0,1.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,0.0023535866542979,3.49721175368914e-06,8.040513270100896e-11,7.44017858031154e-11,5.6512369764820755e-21,1.3536184669776804e-13,1.0859161847004681e-21,71380.0,1192.0,215.0,83.0,,12
3.0,2.0,1.0,0.0,1.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,0.0,9.0,9.0,9.0,9.0,9.0,5.0,1.0,1.0,9.0,1.0,1.0,1.0,2.0,3.0,5.0,3.0,1.0,0.0019970890221831,2.131938868656365e-06,1.4876067979872012e-10,1.5842780850772963e-10,2.404547319481849e-20,2.2928548418579773e-13,3.654159035408779e-21,95722.0,1334.0,229.0,104.0,,2
1.0,9.0,0.0,2.0,5.0,2.0,1.0,0.0,1.0,1.0,9.0,9.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,3.0,3.0,5.0,5.0,5.0,1.0,0.0,1.0,9.0,0.0015304563576269,7.857510653118868e-08,4.500367174369692e-11,1.5161266202526898e-11,-1.6148554715774538e-22,-2.749363947154656e-15,3.6160963423482063e-22,33174.0,730.0,97.0,85.0,,13
3.0,1.0,3.0,3.0,4.0,5.0,4.0,4.0,0.0,5.0,3.0,3.0,1.0,3.0,5.0,2.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,3.0,2.0,0.0044161588227881,3.7019031491715936e-06,4.28879217741766e-09,1.910519042131827e-09,5.453411605557309e-18,1.7848630324927596e-12,-4.1039228795896884e-19,206383.5,1833.5563489198685,233.0,220.0,,2
1.0,1.0,1.0,1.0,9.0,1.0,9.0,9.0,9.0,9.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,1.0,0.0,9.0,9.0,9.0,1.0,2.0,9.0,0.0061612013618363,9.527123430721602e-06,1.2416775346743636e-08,7.621350487458498e-09,5.754786186442778e-17,1.6610398570443378e-11,4.674373110410805e-17,92676.5,1259.213203072548,129.0,178.0,,12
0.0,3.0,3.0,3.0,5.0,3.0,2.0,4.0,4.0,5.0,5.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,2.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,9.0,1.0,0.004057784300023,1.032693887298148e-05,2.5366793608617243e-10,2.11638733185608e-10,2.8744046251460045e-20,2.4457833726542937e-13,-3.972939926119666e-20,61058.5,1126.8700572252274,75.0,200.0,,13
0.0,2.0,2.0,2.0,9.0,9.0,2.0,1.0,9.0,9.0,2.0,3.0,3.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,9.0,2.0,2.0,2.0,2.0,2.0,0.004989122387924,5.390925849078824e-06,8.640613167678328e-09,1.1587302769908623e-09,1.2555407140043533e-18,9.563445896747654e-14,3.444775177774643e-18,167388.5,1698.1837655305862,224.0,186.0,,2
3.0,4.0,4.0,4.0,5.0,3.0,0.0,2.0,9.0,9.0,3.0,5.0,4.0,9.0,1.0,3.0,5.0,3.0,2.0,9.0,3.0,2.0,5.0,2.0,2.0,3.0,0.0,9.0,5.0,1.0,0.0043674060511585,8.747860499106955e-06,1.1409986457547415e-09,1.177823329287642e-09,1.3051889663449206e-18,7.801414700802088e-13,4.010283916072912e-19,66937.0,1110.6274166107178,92.0,179.0,,11
3.0,2.0,3.0,3.0,5.0,3.0,1.0,4.0,5.0,4.0,3.0,3.0,3.0,5.0,1.0,5.0,5.0,5.0,4.0,5.0,9.0,1.0,2.0,9.0,9.0,5.0,1.0,9.0,2.0,3.0,0.0042913864138485,1.2095943216437137e-05,1.4201218601242233e-08,1.4164935340916232e-08,2.0070942945083861e-16,4.845873965604564e-11,-8.798889362444976e-18,73059.0,1226.8284270763395,225.0,80.0,,0
3.0,3.0,4.0,5.0,4.0,9.0,1.0,4.0,5.0,5.0,4.0,3.0,3.0,5.0,4.0,5.0,3.0,9.0,1.0,9.0,9.0,3.0,1.0,0.0,1.0,9.0,9.0,4.0,2.0,3.0,0.0022972365240633,2.114873369983969e-06,8.948183013067632e-11,4.062388742557967e-11,2.1724637729976427e-21,5.52535750138473e-14,1.1311088273555356e-21,49493.0,963.6568541526794,165.0,74.0,,5
2.0,5.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,5.0,4.0,9.0,1.0,4.0,5.0,5.0,4.0,3.0,3.0,5.0,4.0,5.0,3.0,9.0,1.0,9.0,9.0,3.0,1.0,0.0020965639193603,1.204938427205765e-06,3.489828274836007e-10,3.2342713935251157e-10,1.0401273877890671e-19,3.06149574718968e-13,3.143538743241768e-20,38243.0,813.6568541526794,127.0,74.0,,8
3.0,3.0,3.0,9.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,3.0,3.0,3.0,9.0,2.0,1.0,5.0,5.0,5.0,3.0,2.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,0.0022388777565064,7.714555317485806e-07,1.1962280078106295e-10,8.498249254912601e-11,7.631936899063145e-21,-5.778939523509937e-16,3.8950619128671956e-21,28119.0,676.8284270763397,94.0,73.0,,13
3.0,3.0,3.0,1.0,3.0,5.0,3.0,5.0,4.0,3.0,5.0,3.0,9.0,9.0,1.0,9.0,1.0,5.0,5.0,5.0,4.0,5.0,4.0,1.0,5.0,4.0,4.0,4.0,5.0,5.0,0.0047985740026069,1.6025282726644816e-05,2.0591110332334053e-08,2.0783958150916905e-08,4.2977983223920124e-16,8.295380259074708e-11,1.2589200402303453e-17,57267.0,1102.8284270763395,206.0,69.0,,5
3.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,5.0,5.0,4.0,1.0,3.0,5.0,5.0,3.0,5.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,3.0,5.0,0.0051377327640735,1.8793618704546296e-05,2.3720254662618917e-08,2.3652789014391512e-08,5.598861472826898e-16,1.024125368279412e-10,2.0236330881930556e-17,53196.0,1070.0,201.0,66.0,,5
2.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,3.0,2.0,1.0,9.0,1.0,3.0,5.0,5.0,3.0,3.0,3.0,5.0,3.0,2.0,4.0,5.0,5.0,0.0063491751930523,3.3121148068920044e-05,8.646228612445512e-08,8.749555517983365e-08,7.6097008588684e-15,5.034886273780806e-10,8.125896675004696e-17,46904.0,1110.0,225.0,52.0,,8
2.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,9.0,1.0,3.0,5.0,1.0,9.0,1.0,1.0,3.0,5.0,3.0,9.0,0.0,2.0,9.0,3.0,4.0,5.0,0.0028734332163318,4.639395534912987e-06,2.669335273170766e-11,1.853143098535556e-11,3.3152683981354353e-22,3.0560974253178116e-14,-2.4487784700278496e-22,20610.0,638.0,45.0,114.0,,13
1.0,3.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,5.0,3.0,1.0,9.0,1.0,9.0,1.0,3.0,5.0,3.0,5.0,5.0,6.0,3.0,3.0,5.0,0.0014672689674952,6.763820139807496e-07,1.7791922432683546e-10,4.665316862464159e-11,4.155492705316374e-21,3.5015083530502793e-14,-8.933418083912812e-22,92190.0,1298.0,105.0,219.0,,7
1.0,3.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,1.0,9.0,1.0,9.0,1.0,9.0,0.0,2.0,0.0011728341623575,8.00844647538026e-08,7.437800097914039e-11,5.977943998490942e-12,1.2604867616916165e-22,1.062395698010376e-15,-9.262575790081634e-25,84599.5,1178.7279218435287,128.0,164.0,,4
0.0,2.0,2.0,2.0,9.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,2.0,9.0,9.0,1.0,9.0,9.0,9.0,1.0,1.0,3.0,4.0,0.0015286862530553,1.0762004192252044e-06,1.1210054292702065e-10,6.697366783574601e-11,5.772989104846699e-21,5.0209718116878826e-14,-5.903858453191736e-22,41706.0,914.0,63.0,165.0,,0
2.0,5.0,4.0,5.0,5.0,5.0,1.0,9.0,9.0,1.0,9.0,0.0,5.0,0.0,5.0,1.0,9.0,9.0,3.0,5.0,5.0,1.0,9.0,0.0,3.0,5.0,3.0,3.0,5.0,5.0,0.0018459022398241,2.0386869740053573e-07,6.562615020868866e-10,4.5936306576682725e-10,2.4994809482978224e-19,1.5921253548305004e-13,3.374675100181165e-20,132146.0,1491.798989534378,201.0,163.0,,7
2.0,4.0,4.0,4.0,4.0,4.0,3.0,9.0,0.0,1.0,9.0,9.0,9.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,1.0,1.0,0.0,1.0,5.0,2.0,1.0,1.0,1.0,9.0,0.0012607777083174,1.0446923200405886e-07,6.236476843092953e-11,2.252201990837752e-11,-3.917262517853764e-22,-2.7851235183320656e-15,7.476710000793332e-22,102384.0,1280.0,158.0,162.0,,9
1.0,9.0,1.0,0.0,1.0,2.0,9.0,1.0,1.0,1.0,9.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,3.0,5.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,5.0,4.0,4.0,0.0018878838432775,5.918614054221017e-07,6.581227707585238e-10,5.073082695776842e-10,2.8749095513921484e-19,3.509969505892096e-13,-5.722398288825254e-20,179520.0,1724.0,255.0,176.0,,9
3.0,1.0,3.0,3.0,3.0,2.0,5.0,3.0,0.0,5.0,4.0,4.0,4.0,5.0,4.0,2.0,2.0,3.0,0.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,5.0,3.0,3.0,0.0022809836411911,1.0904637553653023e-06,2.759459034202612e-10,3.424080938996504e-11,3.0419009360934323e-21,3.5728092482683836e-14,-1.3508154544599497e-21,172312.0,1676.0,238.0,181.0,,9
2.0,0.0,4.0,3.0,3.0,3.0,4.0,5.0,0.0,9.0,1.0,3.0,4.0,5.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0014097428069408,2.40968242261285e-07,6.155224315912329e-11,5.2969048612350736e-11,-2.8790549522029545e-21,-1.9764696681979046e-14,-9.266664732984365e-22,80031.0,1136.0,129.0,154.0,,9
0.0,9.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,0.0,3.0,3.0,4.0,5.0,4.0,1.0,9.0,9.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,6.0,3.0,3.0,0.0021627915610338,1.5461251709284808e-06,1.595281389301195e-09,2.8346354793738964e-09,6.017183986679957e-18,3.468930166080353e-12,-3.5890662049664974e-19,97380.0,1349.4558436870575,206.0,117.0,,7
3.0,5.0,3.0,9.0,1.0,4.0,5.0,4.0,5.0,4.0,4.0,1.0,3.0,5.0,3.0,3.0,3.0,3.0,9.0,9.0,3.0,3.0,3.0,5.0,1.0,3.0,5.0,4.0,3.0,4.0,0.0020516892168455,1.0093620706258416e-08,9.443749885408352e-10,1.298187789383775e-09,3.584679546119322e-19,1.135094003887526e-13,1.3919870096183445e-18,73831.0,1109.798989534378,141.0,130.0,,5
3.0,3.0,0.0,3.0,2.0,2.0,2.0,9.0,9.0,3.0,1.0,3.0,3.0,9.0,9.0,1.0,0.0,2.0,2.0,5.0,1.0,3.0,5.0,5.0,3.0,3.0,4.0,1.0,3.0,3.0,0.0027978507346564,2.249463826026664e-06,2.707967983405678e-09,2.3955889268227703e-09,5.4197570273839524e-18,3.4802968842464404e-12,-2.8027043956087494e-18,107729.0,1346.8284270763395,201.0,134.0,,7
3.0,0.0,2.0,5.0,2.0,5.0,9.0,0.0,1.0,1.0,1.0,5.0,4.0,3.0,5.0,3.0,2.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,1.0,0.0026658402832241,2.24844756679795e-06,1.779691078156226e-09,1.7162333833352414e-09,2.9861634638107468e-18,2.5645744934861296e-12,-2.8165461971078385e-19,21506.0,616.8284270763397,100.0,53.0,,5
2.0,5.0,4.0,3.0,3.0,3.0,1.0,5.0,1.0,0.0,9.0,0.0,1.0,9.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,9.0,1.0,5.0,1.0,6.0,0.0132462702422164,0.0001635959244874,1.5486752311055953e-07,1.511642684672778e-07,2.312875476526589e-14,1.933305269041748e-09,6.365870825930926e-17,42839.5,1226.2426406145096,264.0,40.0,,0
0.0,2.0,2.0,9.0,1.0,5.0,1.0,6.0,2.0,1.0,3.0,6.0,2.0,2.0,2.0,3.0,3.0,0.0,2.0,5.0,2.0,5.0,9.0,0.0,1.0,1.0,1.0,5.0,4.0,3.0,0.0030067904093917,4.4755911640926185e-06,4.501865152712047e-09,3.860049855156329e-09,1.607513285767387e-17,7.985647732091339e-12,-7.165594901339751e-19,17472.0,584.0,104.0,42.0,,13
2.0,5.0,4.0,3.0,3.0,3.0,1.0,5.0,1.0,0.0,9.0,0.0,1.0,9.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,9.0,1.0,5.0,1.0,6.0,0.00299321800212,4.583539472171352e-06,2.4603758891402616e-08,2.6697604359710032e-08,6.84127814885685e-16,5.617968548926889e-11,-1.2451682454593514e-17,2852.0,246.0,15.0,46.0,,6
2.0,5.0,4.0,4.0,9.0,2.0,9.0,9.0,9.0,1.0,0.0,9.0,1.0,0.0,1.0,1.0,9.0,1.0,0.0,3.0,2.0,5.0,3.0,3.0,3.0,2.0,9.0,1.0,0.0,9.0,0.0014996644710471,1.0131974935683837e-07,1.0927850340019787e-10,5.1566806792554094e-12,-3.615346883198489e-23,6.485334511141423e-17,1.1695100297830642e-22,152859.5,1577.0710676908493,195.0,195.0,,2
1.0,3.0,9.0,2.0,2.0,1.0,0.0,9.0,9.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,5.0,3.0,3.0,1.0,9.0,9.0,9.0,4.0,5.0,5.0,1.0,9.0,1.0,9.0,0.0017487990316755,1.8110837463020846e-07,5.81340740509908e-10,6.786075465920486e-11,-9.866677625419444e-21,-2.8137197023350605e-14,-9.1826019103932e-21,0.0,2.0,0.0,0.0,,3
